character,scene,dialogue
IslandWest,6497423/e 1039573/f Leo 500/w sunny/t 600 1800/Hl leoMoved," Leo ""What are you doing, @? #Just enjoying the waves#Looking for fish#Thinking about someone special#Pondering the big questions(break) Leo ""Waves... The other birds say the reason Leo can't fly... is because Leo spend too much time in the waves, long ago. My wings full of water, now. farmer 8(break) Leo ""Fish? Easy... If you want to say 'hi', you just have to ask. Leo(break) Leo ""Hmm... I don't understand that, yet. Maybe when I become an elder, someday.""(break) Leo ""Oh.. Yeah. Leo ponders the big questions, too. Leo ""Like... 'will I find more walnuts on the beach, or in the volcano?' Leo "" ...Life complicated... Leo ""@? Leo ""Tell me about the place you come from... your home. #There's a town full of people#There's forests, beaches, and mountains#It's like here, but colder#I live on a farm(break) Leo ""People... ""(break) Leo ""Sounds nice.""(break) Leo ""Cold? ...I don't understand... ""(break) Leo ""Farm? So, you're saying you grow your own walnuts? You don't have to hunt for them? ...Wow.. Leo ""I'm thinking... @ is smart. Leo ""Are... Are there... other kids? #Yes#What does that matter to a bird?(break)pause 100(break) Leo ""...I know I'm not actually a bird, @... I'm like you. But I don't like thinking about it... ...because I'm so alone. Leo ""With my bird family, I feel like I belong. Leo ""But... I don't belong. ...I don't belong anywhere... Willy ""Poor lad... Willy ""I wonder if there's some way to help... invisible Leo"
JoshHouse,18/f George 1500/p George," George ""Nnnnggghh....I just can't reach it! If only I could get up from this infernal chair... George ""Thanks, young man.^Thanks, miss. George "" ...It happened 30 years ago. I was working in the coal mines. We were near the end of our shift, but there was one last seam that needed to be broken up. I went in there aiming to set off a stick of dynamite, but my foot slipped into a crack and I dropped it. The dynamite exploded on impact. George ""The next thing I remember, I was laying in the hospital... and they told me I'd never walk again. George ""So there you have it. You probably figured I was just too old to walk. Well I'll have you know that I'd be spryer than a spring chicken if I hadn't been in that accident! George ""... George ""You've been very nice to me, young man. I appreciate that.^You've been really nice to me, miss. I appreciate it. When you're old, you start to forget that anyone cares about you. "
JoshHouse,19/f Evelyn 1000/p Evelyn," Evelyn ""Oh! @! You're wondering what that good smell is? Why, that's nice of you to say! I'm actually baking my famous cookies! Evelyn ""Here, why don't you try one? Evelyn "" 51 null#Well, what do you think?# 51 100 Event_cookies1#It's delicious!# 51 -100 Event_cookies2# Evelyn ""I think I've come to know you well enough to give you my recipe. Just make sure to keep it a secret. ""Learned how to make 'Cookies' "
JoshHouse,21/f Alex 1250/p Alex," Alex "" Alex ""Oh, Hi @. Alex ""Look at all these books. I haven't read a single one. Just the thought of cracking one open makes me nervous. But you can't make a decent living in this world without a brain... Alex "" 57 null#I'm worthless... # 57 0 Event_books1#That's crazy. You're a genius!# 57 50 Event_books2#We all have our strengths and weaknesses# 57 -50 Event_books3#Worthless? Yeah, that about sums it up. Alex ""Well, I'm not going to give up! Alex ""If I work hard, I can do anything! Alex ""Hey, maybe one day soon we'll have dinner and discuss ....phi-lo-so-phy. Isn't that what you smart people talk about? / "
JoshHouse,2119820/f Alex 1500/p Alex," Alex ""Oh! Hey... I was just doing my daily strength training routine. ... sorry I have no shirt on. Alex ""Uh... @? I've been meaning to talk to you about something... Alex ""I've started to realize that... well, that I've been really rude towards you in the past. You know, about going pro and all that. Alex ""I guess I might not actually be cut out for professional sports... maybe it was just a childish dream... you know? Anyway... I want to apologize to you for bragging and being annoying about it. I appreciate that you stayed friends with me through all that. / "
JoshHouse,56/f Harvey 500/p George," Harvey ""Okay, George. I want you take a deep breath for me. Harvey ""Mmhmm... turn around, please. Harvey ""George, I'll be honest with you. You need to make some changes in your lifestyle if you want to stay healthy. I'd like you to reduce your sodium intake, and try to get some moderate exercise with your arms. George ""Hmmph... I know what's best for me. Who do you think you are, telling me how to live my life? Harvey ""I'm your doctor, George. That's who I am... And I went to school for 8 years so I could learn how to help people stay healthy. Harvey ""Oh! I'm sorry, but you shouldn't be here... these check-ups are supposed to be private. George ""Not so fast! I'd like to get a second opinion from this young man.^Not so fast! I'd like to get a second opinion from this young lady. Harvey ""Very well... Harvey "" 84 null#@, what do you think George should do?# 84 40 event_george1#George should follow Dr. Harvey's advice.# 85 -40 event_george2#George knows what's best for his own body. George ""Fine. I'll do what you say, doctor. Harvey "" 84#Thanks for your help, @. I appreciate it. |It's better not to give my patients mixed messages, @. Please remember that in the future. "
JoshHouse,5837189/n georgeGifts," Cursors2 114 241 14 15 19.5 18. Cursors2 114 241 14 15 16. Cursors2 103 243 10 13 18.5 19. Cursors2 114 241 14 15 17.25 20. Cursors2 114 241 14 15 17. George ""@? What's the meaning of all this... Is this some kind of prank? #We wanted to show our appreciation#Your wife set this up#Yes, it's a prank(break) George ""Leek... George ""My favorite... Just like Mama used to make, so many years ago... George ""Hmmph. Well... George ""Well... That... Hmmph. I guess maybe I'm not as forgotten and ignored as I thought... George ""Thanks, son. ^Thanks, hun. You made an old man's day. farmer 32(break) George ""Hah! She thought she could fool me! George ""She thought she could fool me... into thinking I'm anything more than an inconvenience. George ""Well, I know better... George ""Now, scram! farmer 28(break) George ""Hah! You're a prankster, then? George ""Hahah... You know, I was a bit of a prankster back in the day, too. George ""Well, at least you gave me a laugh. George ""What, you think I'm going to open them? George ""Hah! Not a chance. You think I'd fall for the old 'exploding present' gag? George ""These are going straight into the trash! "
LeahHouse,50/f Leah 500/p Leah," Leah ""Oh, hi @! Come in, come in. Leah ""I'm just working on this sculpture here. Leah ""Come here. Watch this. Leah ""See that? I'm revealing the essence of the wood. Leah "" -1 null#Once you get past the outer layers, the true nature starts to show...# -1 0 event_sculpt1#It's the same with people.# -1 0 event_sculpt2#I actually prefer the look of raw, unadultered wood.# -1 -100 event_sculpt3#(creepy) May I have a kiss? Leah ""I first visited this valley as a little girl, while on vacation with my parents. I knew I had to come back some day... This place has great artistic potential! Leah ""Although, I have to admit... It's not easy to pay the bills as an artist. fork1 ""#Why don't you have an art show in town?#Why don't you sell your art on the internet? Leah ""Hmmm... interesting. I guess that could set the wheels in motion to making Pelican Town a true art destination... Leah ""But what if no one likes my sculptures? I'd be crushed. Leah ""...I'll have to think about it. Leah ""Well, thanks for stopping by, @. dialogueWarpOut Leah ""An art show for the whole village? That's a bold idea, @."""
LeahHouse,internet,"speak Leah ""Hmm... I guess that's an idea... But I'd need a computer first. Leah ""And again... that's expensive. Leah ""Well, it was nice of you to visit... warpOut"
LeahHouse,creepySexualPass," dialogueWarpOut Leah ""... """
LeahHouse,51/f Leah 1000/p Leah," Leah ""Kel...How many times do I have to tell you? I don't want to come back to the city! Stop calling me... I don't want to hear from you anymore! Leah ""@... Leah ""So I guess you heard me yelling on the phone? Leah ""That was my ex... Leah ""I guess I'd better tell you a little about it... Leah ""We had an apartment together, back in the city. I did odd jobs during the day and spent all night working on art projects... we barely made enough to scrape by. He was always nagging me to go back to school and study business or medicine... something with a lot of money in it. ^She was always nagging me to go back to school and study business or medicine... something with a lot of money in it. I guess the idea was to save up for a normal life. You know... a house in the suburbs, kids, PTA meetings... that sort of thing. Leah ""I wasn't ready for that kind of life, @... I had to leave. So I came here to pursue my dream of being an artist. Leah "" 83 null#Was that selfish of me, @? # 83 0 event_parents1#No, it had to be done.# 83 0 event_parents2#No, and your ex sounds like an idiot.# 83 -20 event_parents3#No, but you would've been better off staying in the city.# 83 -20 event_parents4#Yeah, a little.# 83 -20 event_parents5#Yeah, but it's natural to care about yourself first. Leah ""Well, thanks for listening to me. It's good to have a friend. dialogueWarpOut Leah ""Hey, thanks for listening to me so patiently earlier."""
LeahHouse,584059/f Leah 2000/p Leah/n LeahInternet," Leah ""Hey! Come check this out. Leah ""I bought a laptop and set up an online art shop... like you suggested. Leah ""Did you hear that? That means someone just bought something from the store! Leah ""Hmm... There's this 'Mr. K' that keeps buying all my sculptures. I guess it must be some rich guy who loves my stuff. Leah ""Wow! I'm not going to have to worry about my electricity bill for a while after that sale... Leah ""Anyway... Thanks for giving me this idea, @. So far, it's been really successful! This is really going to give me the funding I need to keep working on art full-time. Leah ""Now, sorry to ignore you... but I really need to tweak these CSS sheets... warpOut"
LeahHouse,angry," Leah ""Sorry... I shouldn't get angry. Leah ""Maybe you're right... my life would've been a lot easier if I had stayed. Maybe it's better to be practical and realistic... for all I know my art career will never pan out and I'll live my final years in squalor. Leah ""Well, thanks for listening to me. It's good to have a friend. warpOut"
LeahHouse,internet2," Leah ""So I've been saving up money to buy a computer... You know, so I can try and sell my art online like you suggested. Leah ""It's good to have a friend looking out for you! warpOut"
LeahHouse,artShowSuggest," Leah ""Anyway... I've been thinking a little more about that art show idea you had. I'm working on some new sculptures to display at the show... I'm nervous, but the thought of getting my work out there is pretty exciting. I'm just glad you're on board with making Stardew Valley a premier art destination, @! warpOut"
ManorHouse,2123243/e 2111194," Emily ""Welcome to clothing therapy! Emily ""You're probably wondering... what is clothing therapy? I'll try to explain. Emily ""So many of us are struggling with personal issues... things holding us back from living how we want. It's important to me that everyone has a free and happy life... so I came up with a new kind of therapy to help people achieve that. Emily ""It's based on the amazing power of self-expression. Self-expression is a wonderful healing tool, did you know that? Emily ""Behind this curtain, you'll find racks and racks of clothes. There's endless options to choose from. Emily ""Your job is simple: find the outfit that truly speaks to you, and put it on. Feel confident in yourself and your choice. You all have a unique style to share with the world! Shane, you're up first! Emily ""Ah, @. You're just in time. Just observe and keep an open mind... okay? Robin ""Wow... Emily ""Shane, it's a new side of you we've never known about. That's great! Now, go outside with confidence and show the world! Emily ""Okay, everyone gets a turn! Clint ""Oh no... Lewis ""Oh my! Emily ""Beautiful! ClothesTherapyCharacters ""Let's see what Demetrius thinks... Lewis ""Why not... ClothesTherapyCharacters ""Hehe... not bad! Emily ""Lookin' sharp! Abigail ""Me next! Emily ""Very nice! ClothesTherapyCharacters ""It's sweaty in here... Emily ""Clint? You're up! Clint ""M...Me? Clint "" ... Okay, Emily. I'll do it. Emily ""Awww, cute! Clint ""Aww? Cute? ... ... Emily ""Well, that went very well! I just hope this experience helps everyone break out of their shells a bit. Emily ""@... um... Clint ""I couldn't do it! I don't wanna break out of my shell! Clint ""...Oh. I... I guess I'm interrupting something here, aren't I? Clint ""I understand. I'll leave now... Congrats, @. "
